id,target
6346,2
3666,1
5678,3
1006,0
8320,0
11276,0
1989,4
11023,1
8720,4
9529,0
4481,0
544,3
58,2
10344,0
556,0
11468,0
14058,0
6754,0
12831,0
11781,0
14693,2
5351,0
2929,0
14050,4
6447,4
10327,4
8286,4
8533,0
10497,0
8566,3
508,0
6487,0
14175,0
13321,0
4261,3
836,0
11079,0
10548,0
7581,2
8013,0
1666,4
1157,2
3935,0
11712,2
3667,1
2650,0
4639,4
9434,3
5272,0
2154,1
1155,0
12089,1
7895,2
435,0
3852,1
801,2
14795,1
12336,2
5783,4
1923,4
604,4
4146,1
4735,0
946,0
8296,4
9902,2
8975,3
3347,0
4150,1
14498,1
6677,3
14212,4
11179,2
11030,0
7514,0
6854,0
13699,0
1201,1
5171,0
9708,0
8459,0
14553,0
11004,0
12269,0
4023,3
13381,4
9700,1
1305,1
6083,1
7440,0
2971,0
5700,1
13538,0
13748,4
9904,2
6383,3
13218,2
11075,0
1320,0
9093,0
539,2
13753,4
9224,0
10727,0
3205,2
3986,4
9795,0
10137,3
7247,1
6162,1
11918,1
4635,2
13253,4
8521,2
13545,0
2790,3
10540,2
12648,2
5621,0
7660,0
2157,0
9877,0
9168,0
4514,0
6602,0
3234,2
12320,2
7536,0
8882,0
82,1
1792,1
10042,0
3912,0
8343,0
7733,2
4190,0
9669,0
4252,3
13389,1
8046,1
4527,2
4906,1
10770,3
2257,4
7246,2
5387,3
9049,0
5819,1
8561,2
11138,0
9419,0
13247,1
13156,1
2561,0
3596,0
12041,0
518,3
272,1
9467,2
13200,1
10332,3
6131,0
13884,0
13582,0
141,4
436,2
1124,0
103,1
6028,1
10379,0
10522,0
11932,0
3103,0
10791,0
1357,1
13797,4
13335,3
10631,0
9483,4
10115,1
10864,2
7763,2
9372,1
3429,2
30,0
1421,4
4346,2
12759,1
1614,2
14974,4
3525,1
1740,1
3603,2
13066,2
4075,0
129,0
12574,0
4345,0
9825,4
9927,0
1508,0
14741,1
2369,2
6389,0
13657,3
11485,0
4127,2
4068,0
10541,2
2361,0
5735,0
14737,0
14432,1
10346,3
9817,0
4909,0
3929,1
12056,0
13177,0
7575,4
10981,0
9216,2
3503,1
1766,4
14496,0
8012,1
11430,2
1284,2
9223,2
14684,3
5215,3
12549,0
8085,2
8773,2
7101,0
1770,1
674,0
3713,0
9917,0
2667,4
10297,4
7663,3
1707,0
5615,0
8988,1
6043,0
6251,0
5060,0
5944,2
9670,0
9911,1
2944,0
7681,0
6298,0
2731,3
6058,1
75,4
9762,0
11131,3
7938,1
1292,4
1859,3
221,3
2239,0
7913,2
11184,0
10601,0
14012,2
7790,3
8482,0
8311,0
14234,1
14587,0
10852,4
407,4
9932,0
8155,0
4374,0
11025,0
2713,3
12817,0
4264,2
6382,1
14900,0
7103,0
9864,0
10798,0
13973,0
13145,3
564,0
5141,0
3286,1
13616,0
11172,0
4251,0
8935,0
14085,4
7456,0
11062,0
7316,2
12114,0
12724,1
14785,0
10931,0
12733,3
2339,0
2696,0
6868,1
3920,0
7429,0
5049,0
3390,2
12812,0
12982,1
6342,0
1967,0
6764,0
60,2
9562,0
12246,2
12904,1
13681,0
13436,0
8650,0
11557,0
7858,4
4471,3
8325,0
5786,1
6250,3
10356,2
1174,4
4409,3
5492,2
4283,0
7092,4
12087,4
6981,1
14519,0
11213,2
14650,1
7172,2
2326,3
6705,0
6576,3
8348,0
6104,0
849,0
5996,2
10098,4
10714,0
5590,1
7566,4
6671,4
2359,2
6323,4
8352,2
1889,4
12364,4
13042,0
4189,1
8039,0
12950,0
2645,0
3590,0
7223,0
13853,2
10330,4
9324,0
10528,3
7750,3
10317,3
14191,0
9560,1
12519,0
8595,0
9053,1
13611,1
4438,0
203,0
13096,0
14265,0
2774,2
13958,2
4821,1
13469,0
9884,0
10519,0
4805,1
5676,0
13106,1
5350,2
3588,4
14359,1
7359,0
13508,0
2697,4
3264,0
1033,0
6699,4
3186,4
12206,0
10687,1
12255,4
13723,4
5567,0
9796,0
1639,0
4919,3
12304,1
9721,3
3334,0
9078,0
12091,0
7275,0
14463,0
6459,0
3443,0
2635,0
13924,2
6695,0
12915,2
13651,4
754,2
8522,0
6578,0
7782,3
6586,4
1586,3
14134,4
6035,0
4884,0
2979,4
2514,4
8571,0
14901,2
809,0
8847,0
744,0
2675,0
5174,0
5917,0
7380,0
7911,4
3448,2
2762,2
7698,2
12949,0
3452,4
8477,0
2814,0
7161,1
14751,0
12572,1
3718,2
2807,0
7469,2
1351,1
4687,0
14152,1
3201,1
8989,0
9582,0
3597,4
10772,0
4052,0
2874,4
4226,0
14486,4
6653,4
1699,0
4515,2
5999,1
9362,0
3165,2
13014,4
9653,1
2776,0
12424,0
4289,0
4530,0
9455,0
14151,0
14947,0
14744,1
2198,0
4716,0
3237,0
12427,0
12284,4
11351,0
6566,3
3639,4
8431,0
6277,0
5107,3
7176,1
13672,0
7118,0
6377,1
5958,2
11211,0
7719,0
3271,1
13263,0
1640,0
6187,2
1445,0
4281,0
4988,3
6444,3
13047,4
3513,0
4383,1
2907,1
4903,0
6500,0
6493,1
3706,0
11824,1
7362,0
12987,2
1037,0
12124,0
8365,4
546,0
4250,4
7367,0
4249,0
2875,1
11345,1
10525,0
14769,1
13441,0
1092,3
14456,0
4343,0
11969,1
10047,0
2507,3
9568,1
2486,4
10656,0
13478,0
6515,2
1739,0
14261,1
1375,0
5908,1
8864,4
12602,0
13796,0
5831,4
4421,0
1135,0
4449,0
1228,0
14289,0
13224,0
5562,0
1426,1
9376,0
4815,0
3126,3
4247,0
9413,0
1480,0
11434,4
10398,2
13761,0
8276,2
7758,2
11901,0
2618,3
3123,4
10431,4
4119,1
7462,1
14590,0
8346,0
9215,1
10738,3
4143,3
14181,0
11640,4
14643,0
3900,0
4484,0
8167,4
9341,1
5864,0
12300,2
13949,2
794,0
3965,0
13212,0
12739,2
14652,1
1349,1
3835,2
14518,0
14964,4
14719,0
2555,0
9800,3
8770,1
346,0
942,0
7200,0
12597,0
3385,3
1315,1
1029,0
8552,0
6240,3
4623,0
11606,3
13930,1
8971,2
8377,2
1589,0
263,2
7631,4
13123,0
9085,0
14844,1
6983,0
7284,4
7276,3
4711,3
14254,4
7452,2
1295,0
2805,2
4389,0
6544,2
13770,1
6391,4
10345,0
4566,0
920,1
7047,0
558,0
10879,0
13669,1
6303,0
5334,4
11631,4
13137,0
10724,0
12261,1
5405,1
1286,0
5959,0
11478,0
13544,4
10862,2
4630,0
5624,0
3213,0
12333,0
12166,3
13121,4
398,0
5054,4
7068,4
5788,4
56,2
8664,0
5103,4
3096,4
2537,0
2935,0
10142,1
13713,0
1034,2
4101,2
7900,0
4867,0
10564,0
14688,4
8921,0
6296,0
7215,1
1098,0
6479,2
2937,3
10990,0
882,1
2581,1
5281,1
1236,1
2816,0
7691,4
8356,1
369,0
9122,2
6253,4
1902,4
14612,2
4423,0
14300,0
8476,0
11787,2
8216,0
8996,0
9869,2
8756,2
6864,0
3728,3
12420,4
11838,0
12309,0
13911,0
3437,4
11902,4
3419,0
10273,0
4265,4
14095,2
9880,1
12853,0
7689,4
311,4
12385,1
8673,2
12322,0
6486,4
13764,4
5114,1
11224,0
2270,0
6491,4
7204,0
7008,2
12410,4
5614,0
5540,0
6994,4
7348,0
6110,0
13463,0
1075,4
9095,1
10558,4
14830,0
6101,3
12101,2
9194,1
5254,0
11790,0
5306,0
9062,4
8809,0
7982,0
10752,4
944,4
8932,0
5148,0
8478,1
894,4
11723,0
4028,0
2753,0
657,0
13819,4
2141,3
3105,0
11845,2
10477,4
1125,0
12037,0
1822,0
13675,4
671,2
4892,4
133,0
2699,0
855,1
8801,0
9818,2
4367,0
344,0
4820,0
3202,0
11417,2
7654,1
11891,0
5646,0
9140,1
10218,0
3430,1
11349,0
12319,1
4564,1
8215,0
8596,1
12242,4
10813,4
14697,0
10876,0
4269,1
5584,4
1138,0
14413,1
9301,1
11275,0
8743,0
11936,1
880,0
2917,0
11167,1
7358,0
6297,4
9654,4
11305,0
8073,0
12809,0
812,1
10675,0
8846,1
7940,0
8177,0
8731,2
14304,0
13603,0
6550,4
5568,1
265,0
682,2
6498,0
14211,3
2350,0
3246,3
7369,1
9857,4
10711,1
8127,0
3245,1
8727,0
10409,2
322,0
5636,0
6061,2
7735,4
4201,0
10434,1
4891,0
8886,4
2733,2
4968,0
9343,0
3285,3
5330,4
1884,0
2452,2
912,0
4058,4
2052,0
14238,4
13022,0
14021,0
5065,0
1831,0
930,0
9043,1
2994,2
7734,0
8553,4
8885,0
10983,1
8768,4
4469,1
2212,2
9681,4
3722,2
3611,0
8628,0
6600,0
14439,3
8065,0
4304,2
4875,1
523,0
13730,0
12683,0
3992,0
9142,0
6490,0
14811,4
13100,0
11665,4
4093,0
736,1
12473,2
7885,3
4457,0
13918,3
5588,0
14358,3
6701,0
8437,0
8261,0
12871,0
10242,0
10856,1
5163,2
619,4
8871,1
5648,4
8681,0
10433,3
10400,4
7406,1
1877,1
1009,0
866,4
7640,3
4751,1
5160,4
14911,3
918,0
8611,1
7558,2
6053,2
13909,1
3048,0
5449,0
608,1
14512,3
4240,0
1049,0
6349,4
8575,1
4461,0
8568,0
7797,1
13810,4
2777,1
9038,0
11091,4
13467,3
12711,3
8789,0
10063,0
14980,0
3470,1
2957,1
10044,2
2163,0
2460,0
7382,1
1968,4
8403,1
3744,0
13617,0
10599,4
11316,3
8728,2
4510,0
8969,4
4229,3
10245,0
1053,4
1490,2
1661,2
5433,2
330,0
4062,0
3467,0
1698,0
11320,0
5175,0
10178,0
13992,1
9202,4
6736,0
4645,4
4364,0
10571,1
4301,2
1978,2
6096,0
8047,3
2574,0
2583,0
13527,0
12681,0
4050,0
10735,0
4051,0
128,3
8119,0
11986,4
1209,0
10080,0
5288,0
13038,0
11116,4
14774,1
11527,0
12297,4
8551,0
6733,0
11505,3
6143,0
10422,0
235,0
10339,1
9447,0
6266,4
1533,0
2134,0
2436,0
11708,0
7850,2
9831,2
7056,0
10353,1
1206,1
8685,0
4568,0
12651,3
1786,0
8827,0
12803,1
6630,3
5649,0
7540,0
2390,0
6367,0
3291,0
14892,3
5537,0
8793,0
581,0
9374,1
1910,2
13496,4
6119,3
11260,2
5887,2
14528,3
13963,0
9634,4
1954,0
13956,0
5834,0
2649,3
4541,0
9318,0
4255,3
7901,2
7614,0
782,0
14026,0
4430,0
10626,0
9959,4
1296,0
4307,0
12835,0
9371,2
5483,4
11376,1
302,4
7206,4
14075,0
493,0
3392,4
2589,0
9397,0
347,0
7213,1
13176,0
5986,0
9269,0
13914,4
10811,0
7303,0
9031,0
90,0
8200,0
4600,1
5544,0
12595,2
9684,0
150,3
7171,2
13597,4
8191,3
12316,4
8920,1
7860,4
13703,0
4431,2
163,0
827,0
5581,0
3795,2
8293,2
12968,0
12543,0
11163,0
3512,3
4692,0
4386,0
11464,1
7344,0
7740,2
8498,0
941,2
13576,0
14962,0
12323,0
6583,4
9452,4
5830,4
9887,0
11164,3
7321,2
2033,2
1207,1
9947,0
9953,0
3411,3
6374,0
6067,0
5210,0
7379,2
4640,3
10103,0
14208,4
3556,0
12692,0
13330,0
10700,0
12779,3
7626,1
3219,4
307,0
3424,4
13392,0
2535,0
2570,0
5014,2
6638,0
14205,0
3039,0
10354,2
2966,0
11347,3
7287,0
72,0
14551,0
10681,1
8624,0
7337,0
6158,0
5989,0
6085,4
3817,3
12971,0
2024,1
1916,2
6184,0
10045,0
6628,0
13952,0
1870,1
13832,0
1313,0
14895,4
354,1
3532,0
1061,2
1976,0
8330,0
1498,0
4089,0
7100,4
12057,0
2831,0
5628,0
9767,2
6540,0
7521,0
7653,0
301,4
6794,0
5847,0
4282,0
3094,4
5728,4
12838,0
12438,0
10255,2
14913,3
9665,3
12125,2
7274,0
14658,2
5417,3
4589,0
11419,0
3328,4
5404,0
14371,1
4974,4
13751,4
2548,0
3208,0
1736,0
13417,0
4533,0
12173,0
13843,0
10975,0
6208,0
3433,0
11047,0
2769,0
7340,0
8456,0
1964,2
6828,0
661,3
13940,0
7595,2
6286,4
6678,1
12629,0
13595,0
7180,0
8156,0
1087,1
9625,0
5098,4
8467,2
2196,2
14020,4
14327,0
7445,0
3222,0
2743,2
10340,3
10836,0
8453,0
8471,4
11331,0
10838,2
13117,0
11722,2
5031,1
9577,0
11438,2
11522,3
3431,0
10962,1
7078,1
11231,0
13172,4
1462,4
1799,1
13536,1
1105,2
11264,0
11788,0
9527,0
14632,2
6631,2
5372,1
2924,3
7920,0
7342,0
2838,4
4819,1
2111,4
6557,1
5850,3
7815,1
12947,0
3182,4
14369,1
6189,2
4378,0
1099,0
5,0
9199,0
13086,2
8931,0
4644,0
4964,3
12479,0
12933,0
5078,1
5589,2
1378,4
11823,0
5102,4
1844,1
9847,2
7268,1
1224,0
9335,2
6842,0
12407,0
11029,4
7792,0
11337,4
7472,2
13376,0
464,0
5263,2
2283,0
14418,1
4455,0
10378,0
7059,0
11711,1
12174,0
8195,0
7333,3
6789,0
12307,0
8283,0
6472,4
6832,0
10152,2
5630,0
10459,2
2651,0
9008,1
13226,1
8226,0
248,2
8515,1
3804,0
4855,4
1983,3
7622,0
1008,0
10316,4
10925,0
11103,0
2613,0
5527,3
5298,3
779,0
5084,1
11992,3
2132,0
7667,0
11588,0
14193,0
2562,4
10123,0
5125,0
11675,3
9325,0
5383,0
121,1
6657,0
7202,0
6124,4
3626,0
10706,0
11435,4
2434,2
14862,0
1554,0
10484,4
7597,0
13630,3
1885,2
6235,3
314,1
12899,2
10645,4
1655,0
1867,0
2758,4
2735,1
9745,4
14224,1
13619,4
3932,0
5817,4
2793,2
12631,3
2532,2
574,0
7422,0
4392,0
13000,0
12666,0
7205,2
10924,4
6801,0
1360,0
1596,0
12110,1
12569,4
9523,4
4943,0
5070,4
897,1
12130,2
13986,1
1861,0
10204,2
14822,2
12085,3
6601,0
2219,3
4385,2
10947,1
2578,1
6972,2
13866,0
11363,0
13006,0
7454,3
13010,1
7236,2
2354,0
5606,3
6068,0
10698,4
4698,0
7674,0
1753,0
4270,0
8512,2
14954,2
12937,2
5136,0
11432,1
9550,2
4747,0
207,0
6379,0
6230,0
2429,3
1823,2
6745,2
13604,3
14611,2
8342,0
14923,0
8643,0
4173,1
337,0
5880,0
3446,0
10490,1
5123,2
655,4
1833,0
12720,0
13529,0
2484,4
2916,4
3734,0
5250,1
12065,1
541,4
12593,0
504,3
2648,4
11165,0
14633,4
10418,4
13452,0
6169,0
10538,0
2832,3
13585,0
9661,0
10086,0
3292,3
2252,4
5616,1
14823,2
10545,0
8934,1
9540,0
14479,2
5258,0
8625,0
10747,1
9243,0
12390,2
292,0
7042,3
11594,0
1695,0
8002,0
9167,0
5364,4
5384,2
11122,2
1830,0
10853,2
11979,1
11792,1
6025,0
9077,0
2529,0
12330,3
12565,0
6665,4
4866,3
11701,0
7673,3
8569,3
803,2
4017,1
13705,4
14570,0
8633,3
12832,0
6271,0
4556,1
12093,0
8081,2
11279,1
11826,0
9666,0
978,3
8758,2
1070,0
6244,4
14833,0
12328,0
11472,4
14740,2
67,4
8366,0
10253,4
4044,0
4586,0
11529,0
12709,4
11494,0
12202,0
2557,1
6373,0
11777,0
7315,0
5244,4
434,4
4437,0
8615,0
14426,0
12381,0
9185,1
14606,2
4402,2
13601,2
4165,0
1010,1
14566,0
1047,4
13827,0
10805,2
1171,0
7043,1
2291,2
10325,2
9150,0
3375,1
9001,0
1478,0
3693,0
7563,4
12476,0
4472,1
947,2
4894,0
9589,4
10138,1
1026,0
9391,0
2124,0
9823,0
12340,4
6497,0
13530,0
8267,0
7922,0
1555,0
4102,2
14790,2
3178,4
3820,0
519,0
5600,0
5135,2
4652,0
3705,0
8894,2
11807,2
13732,3
2338,1
5749,2
1876,2
9450,0
4302,1
1584,0
10249,0
11119,0
97,0
4546,0
13447,4
275,0
701,1
2325,0
10282,1
10405,1
9903,0
10033,0
12376,1
6001,0
13378,2
9227,0
4400,1
8985,4
2841,3
10695,4
7986,2
12032,3
2815,1
9377,0
118,0
6855,1
13712,0
9652,4
9643,3
2237,1
14472,3
11355,0
2201,1
3329,1
10883,0
8071,0
12175,0
250,0
14912,4
10476,2
281,4
9628,0
3377,3
5609,4
9036,4
11393,4
13139,0
11166,0
6964,1
1404,1
12690,0
11105,3
5212,0
4215,2
10168,0
1922,0
1120,0
9473,2
6376,0
11672,2
4120,1
10890,2
9849,0
10511,2
958,2
1054,0
4952,1
11973,1
3442,2
9385,2
13340,0
13502,2
4628,2
9500,0
88,0
11870,0
9083,1
14623,0
9997,0
13250,1
12584,2
1800,0
12439,1
10043,1
13102,2
14765,3
3981,4
10555,2
1731,0
158,0
12230,0
7559,2
6898,0
3897,1
12707,0
4205,2
247,3
14138,0
9208,0
6521,0
6215,1
6589,2
12011,0
2216,1
8474,2
6649,0
4707,0
13851,0
8087,1
13694,0
13739,2
8558,3
2513,2
1936,1
11141,0
1826,0
14824,2
1509,0
6155,0
6618,0
10157,1
1243,0
1728,4
12349,1
14240,4
47,0
5214,4
10719,0
4886,4
8792,1
1625,1
4091,0
12820,2
462,0
7764,0
3203,0
11537,0
773,0
5888,0
4616,4
11356,3
270,0
14416,0
10959,1
1588,0
6089,2
13656,0
7335,0
1564,2
14984,2
14710,2
689,0
425,1
14128,0
9717,1
14773,0
12954,0
12957,4
10506,2
756,0
7064,0
3133,2
14186,0
3754,1
9723,1
7611,2
18,4
14859,0
14691,3
2820,0
7964,1
5468,4
7935,3
1788,1
3351,0
5169,1
569,0
8015,0
8404,1
10882,0
9551,1
1328,2
9097,0
7826,0
130,1
13663,0
12338,0
14319,0
11741,1
8159,4
5498,0
8077,4
7583,3
9247,4
561,0
12664,0
10614,1
14269,0
10515,1
6078,0
7127,0
7664,3
4234,0
8260,3
9826,4
12283,4
4297,4
13443,0
4925,0
12138,0
1621,2
7605,0
13135,0
14363,2
9809,1
13382,0
5185,0
7083,0
9978,0
13486,2
11998,4
8245,0
13687,4
936,0
5843,3
8701,1
7363,3
13364,0
9054,3
7562,1
5395,4
6395,0
14674,4
7715,1
745,2
2244,0
11584,0
13747,0
5026,1
2021,0
10070,4
3669,1
14038,0
9195,2
2439,4
2723,0
14271,2
7436,0
3793,1
3345,3
2312,1
2936,3
4354,2
3731,0
3130,0
3379,2
7035,1
4936,2
3955,0
13344,4
8258,0
8509,4
10746,0
6741,3
6508,0
1711,1
9091,2
238,2
9292,0
11999,3
13621,3
1591,0
7670,0
5939,0
6882,4
7208,0
9759,0
8270,0
2593,0
2408,4
14481,3
12537,0
3678,0
5342,0
3336,0
9881,2
6936,3
5028,1
3928,2
1466,0
8548,0
8722,1
10840,4
3409,0
10508,2
560,3
11558,4
7120,4
3803,2
14177,0
8409,0
4072,0
6777,0
1407,0
2604,0
7553,0
11323,2
13568,2
6890,2
3497,1
14500,0
13809,1
9541,1
4581,3
11060,0
5561,3
11457,0
8612,0
5822,0
6308,0
3297,0
1077,2
6190,4
6355,1
25,4
6263,4
13057,0
13904,0
8696,0
2933,2
10860,0
6708,2
86,0
12506,0
7997,3
12262,4
3997,4
8297,3
7121,2
10567,2
795,2
5711,4
1530,0
11117,1
13519,0
4133,0
5009,3
13107,3
8622,4
387,4
9180,0
5368,0
12421,3
14583,0
8937,0
8805,0
5354,0
12969,1
6698,2
5694,0
12288,3
14781,0
13201,1
13147,0
1953,0
8014,4
3609,0
134,1
9930,2
3694,3
9839,0
8040,2
2028,4
10661,4
2603,0
14450,4
10977,2
10132,0
3398,0
2660,0
5718,0
14692,2
8201,1
3780,0
14437,0
3733,0
8339,0
6091,0
10903,0
4911,2
6505,1
9786,2
14948,0
6609,4
8670,2
5685,0
11322,2
8577,1
14654,0
4090,3
10894,0
14349,2
12800,0
2037,0
11350,1
3816,4
12826,4
7845,0
8070,0
7437,4
6808,4
494,2
12734,0
12560,3
3406,0
13557,4
11410,0
4634,1
9644,4
9329,4
5756,4
8527,0
11354,2
259,3
3453,0
3194,2
14148,0
14955,2
11863,1
9937,2
13823,0
433,4
4512,2
7919,0
1656,1
8441,2
10024,3
13098,1
13164,0
3762,1
12834,0
9421,2
13273,0
1712,0
13461,0
363,1
2828,0
9498,2
13346,0
5299,4
1819,3
3489,4
9957,0
9728,2
6012,1
14994,4
3190,1
1475,1
7125,1
6722,1
12930,0
9750,0
13934,0
10895,0
7785,0
4672,0
12783,0
3252,0
1380,1
7914,0
5594,1
14827,0
14155,4
2308,0
9619,2
12855,0
2978,0
313,0
4106,1
10927,0
7017,0
11342,4
6403,0
4950,0
7053,1
9725,2
1032,0
13525,3
14568,2
10552,0
8708,0
6219,3
10194,0
1644,0
9068,4
14700,1
2821,0
1536,1
7090,4
3504,0
3209,0
13081,2
6809,3
5487,2
7065,0
5703,4
4377,1
13372,4
9692,0
2766,0
4576,1
2364,0
3405,2
12544,0
5043,0
1534,0
979,2
10440,0
5731,0
14537,4
5314,4
5467,0
10723,0
1343,0
14087,2
1111,1
3606,1
6467,4
14613,4
13243,0
3261,0
4777,1
43,0
7951,4
1626,0
12580,4
6881,0
5639,0
7398,4
8878,0
7902,0
9213,4
524,1
1420,4
5675,0
14006,2
2587,1
1641,0
6923,0
4008,3
7773,1
11531,1
7057,1
9088,0
7242,0
14513,0
4901,1
5620,0
7070,3
7866,0
13073,0
9982,2
13438,1
12268,0
8121,1
12043,0
5761,0
3730,0
10009,0
7442,0
8426,4
3223,1
11456,0
7066,2
3302,4
7408,0
14360,0
1246,0
5651,0
7018,1
9512,4
10790,4
6386,1
514,4
6786,1
8135,4
7424,0
9874,0
5596,0
9942,2
729,2
4094,0
13642,3
14442,0
848,2
14288,0
13781,3
4082,0
6095,2
5766,4
6336,3
1039,1
7948,2
3204,1
7010,0
7453,0
12677,0
7661,0
6879,0
2716,1
11650,2
764,0
14931,0
5375,2
13192,0
2311,0
1651,3
10171,0
14436,0
5262,0
13423,4
14407,0
3613,1
2136,0
7174,4
10697,1
5683,0
2387,2
9041,1
10914,0
11049,0
5228,0
8725,0
14846,2
14282,4
2262,4
931,0
4156,0
1878,1
8041,4
13354,0
1398,0
816,0
12785,0
12050,0
7697,0
6406,1
9593,0
13919,0
6051,3
9087,3
2317,0
6223,0
8050,0
5403,0
12257,0
13647,0
8587,0
28,4
485,0
14414,4
9021,3
824,0
3772,4
5400,0
7791,0
12346,4
5275,2
9136,0
8490,0
14272,0
375,2
10918,0
14906,4
5899,4
6564,0
8769,0
9629,0
7178,0
3510,4
988,1
11426,0
659,2
11541,2
3907,1
6320,0
2658,2
12936,3
4447,3
13067,0
7768,3
3683,1
2030,0
2969,2
9526,2
7692,1
9977,0
356,0
5666,0
6481,2
2477,4
12907,0
12080,2
12416,2
10324,0
1971,1
5516,0
3941,0
990,0
3199,2
3742,4
9833,1
11340,0
8042,2
4118,4
12393,4
7732,0
3938,1
11822,0
5471,0
9448,4
13935,0
9557,0
10135,0
3480,4
14264,0
14873,1
4840,4
8483,1
8219,3
8422,4
6942,0
2455,0
24,2
2970,4
3304,2
335,3
2116,1
12494,0
11118,2
2671,0
61,0
14972,4
10442,0
8963,4
8781,0
10124,2
5839,3
14934,0
11908,0
1154,0
3436,0
2092,0
2099,2
6762,2
3769,0
13878,0
7696,0
7685,0
7119,1
572,1
11128,1
2556,3
11866,0
6478,1
4214,0
422,0
626,0
6049,0
654,0
1185,1
12181,1
11765,1
2247,3
11442,0
7164,0
10058,3
1642,3
42,2
10988,0
5283,0
399,0
9976,2
4066,0
1214,0
9827,4
4539,2
2663,4
7656,2
12408,0
2340,2
6870,0
8570,4
1046,0
13213,2
5586,0
6310,0
13814,0
6163,1
14130,0
9802,0
14008,0
9895,0
9924,0
799,2
13070,2
1431,3
4752,0
5044,0
6278,0
7286,4
14054,0
2505,1
8049,3
12841,4
7822,0
14170,3
10035,0
12098,1
10445,0
5437,0
714,4
14813,0
7147,0
12741,4
178,0
2708,4
